,Model,Best_model_params,RMSE,R2,Top_20_genes_pc1
NSC632839,XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3}",1.0795693060039901,0.17677016199049433,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'AC107016.2', 'KRT19', 'KRT8', 'KRT18', 'KRT5', 'LCN2', 'FTH1']"
NSC95397,RandomForestRegressor,"{'max_depth': 7, 'n_estimators': 300}",0.9484725998093503,0.3663615840834009,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT5', 'KRT18', 'KRT17', 'KRT8', 'KRT14', 'KRT6A']"
NVP-231,LinearRegression,{'fit_intercept': True},1.1191703661390076,0.2760468403718894,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'AC107016.2', 'KRT19', 'KRT5', 'KRT18', 'KRT8', 'KRT14', 'KRT6A']"
NVP-ADW742,LinearRegression,{'fit_intercept': True},1.2636200465203022,0.09974366295306303,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'KRT17', 'KRT5', 'AC107016.2', 'KRT14', 'KRT19', 'KRT18', 'KRT8', 'KRT6A']"
NVP-BEZ235,KNeighborsRegressor,{'n_neighbors': 9},2.016102015858203,-0.0056928836914238445,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'AC107016.2', 'KRT19', 'KRT14', 'KRT17', 'KRT8', 'KRT18', 'KRT6A']"
NVP-BSK805,LinearRegression,{'fit_intercept': True},1.0261097958929577,0.2430820347062651,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'FTH1', 'KRT5', 'KRT8', 'KRT18', 'AC107016.1']"
NVP-TAE684,RandomForestRegressor,"{'max_depth': 5, 'n_estimators': 300}",1.7449280311928512,0.09292060566981963,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'KRT17', 'AC107016.2', 'KRT19', 'KRT5', 'KRT18', 'KRT8', 'KRT14', 'MT-TS1']"
O-6-benzylguanine,SVR,"{'C': 0.001, 'kernel': 'linear'}",0.7186370364584587,-0.1133899005626986,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'KRT19', 'KRT17', 'KRT6A', 'KRT14', 'KRT5', 'AC107016.2', 'S100A9', 'KRT8']"
OSI-027,LinearRegression,{'fit_intercept': True},1.2925458175757059,0.050526916894123586,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT5', 'KRT17', 'AC107016.2', 'KRT14', 'KRT6A', 'KRT8', 'KRT18']"
OSI-930,SVR,"{'C': 1.0, 'kernel': 'rbf'}",1.1262922525335701,0.1788801082417748,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT14', 'KRT19', 'KRT5', 'MT-TS1', 'AC107016.2', 'KRT6A', 'KRT18']"
PAC-1,Ridge,{'alpha': 100.0},0.9144046197531394,0.16436447290801026,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT8', 'KRT18', 'FTH1', 'KRT5', 'AC107016.1']"
PD 153035,RandomForestRegressor,"{'max_depth': 5, 'n_estimators': 300}",1.2577917817816255,0.10800030800597638,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT14', 'KRT5', 'KRT17', 'FTH1', 'KRT19', 'KRT6A', 'S100A9', 'AC107016.2']"
PD318088,KNeighborsRegressor,{'n_neighbors': 7},2.645579528810716,0.057379845132559226,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'AC107016.2', 'KRT19', 'KRT5', 'KRT14', 'KRT8', 'KRT18', 'KRT6A']"
PDMP,SVR,"{'C': 0.1, 'kernel': 'rbf'}",0.7019990142661242,0.01954925269231267,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT17', 'KRT19', 'KRT8', 'KRT18', 'KRT5', 'AC107016.1', 'LCN2']"
PF-184,KNeighborsRegressor,{'n_neighbors': 9},1.1131715001207505,0.18315208386840132,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT18', 'KRT8', 'KRT17', 'FTH1', 'AC107016.1', 'KRT6A']"
PF-3758309,SVR,"{'C': 1.0, 'kernel': 'rbf'}",1.9821596826516559,0.3719617172443751,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'KRT5', 'KRT14', 'AC107016.2', 'KRT17', 'KRT19', 'KRT6A', 'KRT18', 'KRT8']"
PF-4800567 hydrochloride,KNeighborsRegressor,{'n_neighbors': 9},0.8287975287581082,0.05053956894470513,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT14', 'KRT19', 'KRT6A', 'S100A9', 'AC107016.2', 'FTH1']"
PF-543,ElasticNet,"{'alpha': 0.1, 'l1_ratio': 0.5}",0.7796277711822434,-0.027081839107266026,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT5', 'KRT18', 'KRT6A', 'KRT8', 'LCN2']"
PF-573228,CatBoostRegressor,"{'depth': 6, 'iterations': 300, 'learning_rate': 0.01}",1.3014391574238167,0.0704652936166732,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'AC107016.2', 'KRT6A', 'KRT5', 'KRT8', 'KRT18', 'KRT14']"
PF-750,LinearRegression,{'fit_intercept': True},1.173483546365904,0.06002258416627981,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT6A', 'KRT5', 'KRT18', 'KRT8', 'LCN2']"
PHA-793887,ElasticNet,"{'alpha': 0.1, 'l1_ratio': 0.9}",1.7249774442865944,0.20613053865999587,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT19', 'KRT14', 'AC107016.2', 'KRT6A', 'KRT18', 'LCN2']"
PI-103,RandomForestRegressor,"{'max_depth': 3, 'n_estimators': 200}",1.965046706011978,0.1226907794853872,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT18', 'KRT8', 'LCN2', 'KRT5', 'FTH1']"
PIK-93,RandomForestRegressor,"{'max_depth': 7, 'n_estimators': 300}",1.1376228900048009,0.13261177456681905,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT5', 'KRT17', 'KRT18', 'KRT14', 'KRT8', 'FTH1']"
PL-DI,LinearRegression,{'fit_intercept': True},1.1276211090192043,0.2616055360768138,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'AC107016.2', 'KRT14', 'KRT6A', 'KRT18', 'LCN2']"
PLX-4032,SVR,"{'C': 1.0, 'kernel': 'rbf'}",1.2090298139003297,-0.2229604849085267,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'AC107016.2', 'KRT19', 'KRT14', 'KRT8', 'KRT18', 'KRT6A']"
PLX-4720,RandomForestRegressor,"{'max_depth': 5, 'n_estimators': 200}",1.0479623719742757,0.06919522250725996,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT17', 'KRT14', 'AC107016.2', 'KRT19', 'KRT8', 'KRT6A', 'KRT18']"
PRIMA-1,CatBoostRegressor,"{'depth': 6, 'iterations': 100, 'learning_rate': 0.05}",1.3220918555498753,0.33551676599901836,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'KRT19', 'KRT17', 'KRT6A', 'AC107016.2', 'KRT5', 'KRT8', 'KRT18', 'KRT14']"
PRIMA-1-Met,CatBoostRegressor,"{'depth': 8, 'iterations': 100, 'learning_rate': 0.01}",1.5346593611428723,-0.04151558970958269,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT17', 'KRT14', 'KRT19', 'MTND1P23', 'AC107016.2', 'S100A11', 'KRT6A']"
PRL-3 inhibitor I,RandomForestRegressor,"{'max_depth': 3, 'n_estimators': 300}",0.8988580804455585,0.008418056520598127,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT17', 'KRT19', 'KRT14', 'KRT6A', 'AC107016.2', 'FTH1', 'LCN2']"
PX-12,XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3}",0.882584470818494,0.46383882230996865,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'KRT5', 'KRT8', 'KRT18', 'FTH1', 'SPINT2']"
PYR-41,SVR,"{'C': 0.001, 'kernel': 'linear'}",0.7124911694969988,-0.004769763310118691,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT8', 'KRT18', 'KRT5', 'MTND1P23', 'KRT6A']"
Platin,SVR,"{'C': 0.01, 'kernel': 'rbf'}",0.9839997114159519,-0.046309938521428284,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'KRT8', 'KRT18', 'KRT5', 'AC107016.1', 'KRT14']"
QS-11,XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3}",1.1699974519107728,-0.0550543783622266,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'MTND1P23', 'KRT19', 'MT-TS1', 'MMP7', 'GSTP1', 'CD24P4', 'SPP1', 'ALDH1A1']"
QW-BI-011,SVR,"{'C': 0.1, 'kernel': 'rbf'}",0.8743533259586717,0.0103145329179537,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'RP5-857K21.7', 'KRT17', 'KRT19', 'MTND1P23', 'KRT14', 'MT-TS1', 'MMP7']"
R428,RandomForestRegressor,"{'max_depth': 3, 'n_estimators': 100}",1.1009984847467789,0.0973850371459265,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT19', 'KRT6A', 'AC107016.2', 'KRT18', 'KRT14', 'KRT8']"
RAF265,ElasticNet,"{'alpha': 0.1, 'l1_ratio': 0.5}",1.6632875696487115,-0.00011780927462146096,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT17', 'AC107016.2', 'KRT19', 'KRT14', 'KRT18', 'KRT6A', 'MT-TS1']"
RG-108,GradientBoostingRegressor,"{'learning_rate': 0.01, 'n_estimators': 100}",1.178045400747726,0.07895576761489254,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT8', 'KRT17', 'KRT18', 'KRT5', 'KRT14', 'MT-TS1']"
RITA,ElasticNet,"{'alpha': 0.1, 'l1_ratio': 0.5}",2.5151790237056018,0.07026551347576959,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'KRT18', 'KRT8', 'KRT5', 'AC107016.1', 'KRT6A']"
RO4929097,XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3}",0.8730450725910153,0.06347021317063917,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT17', 'KRT14', 'KRT6A', 'KRT19', 'AC107016.2', 'S100A9', 'MT-TS1']"
Repligen 136,CatBoostRegressor,"{'depth': 8, 'iterations': 300, 'learning_rate': 0.01}",1.2340103330403474,0.1216959128139612,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'KRT6A', 'KRT5', 'AC107016.2', 'KRT8', 'FTH1', 'KRT14']"
SB-225002,LinearRegression,{'fit_intercept': True},1.2722528014867567,0.2741611835017099,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'AC107016.2', 'KRT5', 'KRT18', 'KRT6A', 'KRT14', 'KRT8']"
SB-431542,CatBoostRegressor,"{'depth': 8, 'iterations': 200, 'learning_rate': 0.01}",0.8718355046305947,-0.054533620924133386,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT19', 'KRT14', 'KRT6A', 'AC107016.2', 'KRT18', 'KRT8']"
SB-525334,SVR,"{'C': 0.1, 'kernel': 'rbf'}",1.1170990881174554,-0.03688650341458022,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT5', 'KRT17', 'KRT8', 'KRT18', 'KRT14', 'KRT6A']"
SB-743921,RandomForestRegressor,"{'max_depth': 5, 'n_estimators': 300}",3.3166886461883487,0.24834313811402875,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'KRT8', 'KRT18', 'KRT5', 'KRT6A', 'AC107016.1']"
SCH-529074,CatBoostRegressor,"{'depth': 8, 'iterations': 300, 'learning_rate': 0.01}",0.8403933910013976,-0.0630240802129407,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT8', 'KRT18', 'KRT17', 'KRT5', 'KRT6A', 'AC107016.1']"
SCH-79797,RandomForestRegressor,"{'max_depth': None, 'n_estimators': 300}",1.3184361161473952,0.10577553113980886,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT5', 'KRT18', 'KRT8', 'LCN2', 'KRT6A']"
SGX-523,CatBoostRegressor,"{'depth': 8, 'iterations': 100, 'learning_rate': 0.01}",0.7915586762684104,-0.4930457005429678,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'FTH1', 'KRT8', 'KRT5', 'KRT18', 'KRT14']"
SID 26681509,CatBoostRegressor,"{'depth': 6, 'iterations': 300, 'learning_rate': 0.01}",0.9207452148242434,0.06359166005515526,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT5', 'AC107016.2', 'KRT17', 'KRT8', 'KRT18', 'KRT14', 'KRT6A']"
SJ-172550,ElasticNet,"{'alpha': 1.0, 'l1_ratio': 0.5}",0.7363014095322044,-0.05946982701338133,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT18', 'FTH1', 'KRT17', 'KRT8', 'KRT5', 'AC107016.1']"
SKI-II,ElasticNet,"{'alpha': 0.1, 'l1_ratio': 0.5}",0.7602161569396497,0.06095632940732265,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'AC107016.2', 'KRT18', 'KRT8', 'KRT6A', 'LCN2']"
SMER-3,CatBoostRegressor,"{'depth': 8, 'iterations': 100, 'learning_rate': 0.05}",2.0597083565175676,0.14571101664728092,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT6A', 'KRT5', 'KRT8', 'KRT18', 'LCN2']"
SN-38,SVR,"{'C': 1.0, 'kernel': 'rbf'}",2.47562302936036,0.2398509959230929,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT19', 'KRT14', 'KRT6A', 'AC107016.2', 'KRT18', 'KRT8']"
SNS-032,LinearRegression,{'fit_intercept': True},2.077179297049143,0.11512594879104554,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT14', 'AC107016.2', 'KRT5', 'KRT6A', 'KRT8', 'KRT18']"
SNX-2112,SGDRegressor,{'alpha': 0.0001},2.3221858720601625,0.239054320621355,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT5', 'KRT8', 'KRT18', 'FTH1', 'KRT14']"
SNX-2112:bortezomib (250:1 mol/mol),SVR,"{'C': 0.1, 'kernel': 'linear'}",2.096868219283603,0.13102135010889537,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT18', 'KRT8', 'AC107016.1', 'KRT17', 'KRT5', 'MT-TS1']"
SR-II-138A,RandomForestRegressor,{'n_estimators': 200},1.9834110341446054,0.3010228193434791,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT17', 'KRT19', 'KRT5', 'KRT18', 'KRT8', 'KRT14', 'KRT6A']"
SR1001,ARDRegression,"{'alpha_1': 1e-06, 'alpha_2': 1e-05}",0.7562485592873147,0.001832140097708379,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT17', 'KRT19', 'KRT5', 'KRT8', 'KRT18', 'KRT14', 'AC107016.1']"
SR8278,SGDRegressor,{'alpha': 0.0001},0.8412602437506289,0.2683773902777543,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND3', 'MT-ND6', 'MT-ND1', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'MT-TS1', 'S100A9', 'KRT17', 'KRT19', 'S100A7', 'SCGB2A2', 'AC107016.2', 'PI3']"
SRT-1720,HuberRegressor,{'epsilon': 1.35},1.1761443441330723,0.15945925982253917,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'KRT18', 'KRT8', 'MT-TS1', 'KRT5', 'KRT14']"
STF-31,PLSRegression,{'n_components': 2},2.3135791734386513,0.2094966633178068,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT5', 'KRT18', 'LCN2', 'KRT6A', 'KRT8']"
SU11274,HuberRegressor,{'epsilon': 1.35},1.3214963414130676,0.21321097287054835,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'AC107016.2', 'KRT5', 'KRT6A', 'KRT18', 'KRT8', 'MT-TS1']"
